Date,GHI
2020-11-02 00:00:00,3.199641667
2020-11-03 00:00:00,5.397516667
2020-11-04 00:00:00,3.881266667
2020-11-05 00:00:00,5.158883333
2020-11-06 00:00:00,2.401275
2020-11-07 00:00:00,4.188108333
2020-11-08 00:00:00,4.948775
2020-11-09 00:00:00,3.40385
2020-11-10 00:00:00,3.473483333
2020-11-11 00:00:00,3.210316667
2020-11-12 00:00:00,4.436241667
2020-11-13 00:00:00,4.856416667
2020-11-14 00:00:00,5.4906
2020-11-15 00:00:00,4.450458333
2020-11-16 00:00:00,4.598091667
2020-11-17 00:00:00,5.437575
2020-11-18 00:00:00,3.887516667
2020-11-19 00:00:00,3.99265
2020-11-20 00:00:00,4.206191667
2020-11-21 00:00:00,3.515766667
2020-11-22 00:00:00,4.502883333
2020-11-23 00:00:00,3.430041667
2020-11-24 00:00:00,4.42425
2020-11-25 00:00:00,4.824158333
2020-11-26 00:00:00,4.384575
2020-11-27 00:00:00,4.1413
2020-11-28 00:00:00,4.05465
2020-11-29 00:00:00,2.462508333
2020-11-30 00:00:00,3.986191667
2020-12-01 00:00:00,3.422875
2020-12-02 00:00:00,4.100191667
2020-12-03 00:00:00,5.60325
2020-12-04 00:00:00,5.626008333
2020-12-05 00:00:00,5.074833333
2020-12-06 00:00:00,5.420141667
2020-12-07 00:00:00,3.066733333
2020-12-08 00:00:00,4.480466667
2020-12-09 00:00:00,3.3859
2020-12-10 00:00:00,3.428716667
2020-12-11 00:00:00,2.8102
2020-12-12 00:00:00,3.284166667
2020-12-13 00:00:00,2.810166667
2020-12-14 00:00:00,4.296166667
2020-12-15 00:00:00,4.15135
2020-12-16 00:00:00,4.663783333
2020-12-17 00:00:00,4.445075
2020-12-18 00:00:00,3.599541667
2020-12-19 00:00:00,3.687291667
2020-12-20 00:00:00,3.353266667
2020-12-21 00:00:00,4.921075
2020-12-22 00:00:00,2.876825
2020-12-23 00:00:00,3.4587
2020-12-24 00:00:00,4.203441667
2020-12-25 00:00:00,4.012741667
2020-12-26 00:00:00,4.949166667
2020-12-27 00:00:00,4.482958333
2020-12-28 00:00:00,4.528641667
2020-12-29 00:00:00,4.800583333
2020-12-30 00:00:00,2.427341667
2020-12-31 00:00:00,3.629525
2021-01-01 00:00:00,2.786683333
2021-01-02 00:00:00,3.874108333
2021-01-03 00:00:00,4.827366667
2021-01-04 00:00:00,4.065383333
2021-01-05 00:00:00,4.0429
2021-01-06 00:00:00,3.949783333
2021-01-07 00:00:00,4.947341667
2021-01-08 00:00:00,5.051108333
2021-01-09 00:00:00,5.2389
2021-01-10 00:00:00,4.8213
2021-01-11 00:00:00,4.975141667
2021-01-12 00:00:00,4.866616667
2021-01-13 00:00:00,5.033091667
2021-01-14 00:00:00,4.440375
2021-01-15 00:00:00,4.514583333
2021-01-16 00:00:00,4.349475
2021-01-17 00:00:00,4.833258333
2021-01-18 00:00:00,5.544341667
2021-01-19 00:00:00,3.88405
2021-01-20 00:00:00,3.496041667
2021-01-21 00:00:00,3.969733333
2021-01-22 00:00:00,3.324808333
2021-01-23 00:00:00,3.377008333
2021-01-24 00:00:00,3.681925
2021-01-25 00:00:00,4.29905
2021-01-26 00:00:00,4.239008333
2021-01-27 00:00:00,4.010408333
2021-01-28 00:00:00,4.213233333
2021-01-29 00:00:00,5.424616667
2021-01-30 00:00:00,4.741075
2021-01-31 00:00:00,4.604041667
2021-02-01 00:00:00,4.621641667
2021-02-02 00:00:00,5.495841667
2021-02-03 00:00:00,5.2928
2021-02-04 00:00:00,4.473416667
2021-02-05 00:00:00,4.504841667
2021-02-06 00:00:00,4.159225
2021-02-07 00:00:00,3.478141667
2021-02-08 00:00:00,3.205775
2021-02-09 00:00:00,5.045083333
2021-02-10 00:00:00,4.277683333
2021-02-11 00:00:00,2.390758333
2021-02-12 00:00:00,4.068308333
2021-02-13 00:00:00,5.202675
2021-02-14 00:00:00,4.364241667
2021-02-15 00:00:00,4.697391667
2021-02-16 00:00:00,5.241525
2021-02-17 00:00:00,5.940891667
2021-02-18 00:00:00,5.53465
2021-02-19 00:00:00,5.472708333
2021-02-20 00:00:00,6.008566667
2021-02-21 00:00:00,5.999541667
2021-02-22 00:00:00,5.196675
2021-02-23 00:00:00,5.446766667
2021-02-24 00:00:00,4.6578
2021-02-25 00:00:00,5.31395
2021-02-26 00:00:00,4.556158333
2021-02-27 00:00:00,3.493283333
2021-02-28 00:00:00,4.582141667
2021-03-01 00:00:00,5.4687
2021-03-02 00:00:00,4.935983333
2021-03-03 00:00:00,4.19625
2021-03-04 00:00:00,5.165466667
2021-03-05 00:00:00,6.486008333
2021-03-06 00:00:00,5.915858333
2021-03-07 00:00:00,5.639083333
2021-03-08 00:00:00,5.1473
2021-03-09 00:00:00,4.57085
2021-03-10 00:00:00,4.772283333
2021-03-11 00:00:00,5.075016667
2021-03-12 00:00:00,5.343283333
2021-03-13 00:00:00,5.711466667
2021-03-14 00:00:00,6.122858333
2021-03-15 00:00:00,5.025025
2021-03-16 00:00:00,4.547383333
2021-03-17 00:00:00,5.219116667
2021-03-18 00:00:00,4.648075
2021-03-19 00:00:00,4.957
2021-03-20 00:00:00,3.220425
2021-03-21 00:00:00,4.30625
2021-03-22 00:00:00,6.015591667
2021-03-23 00:00:00,6.209658333
2021-03-24 00:00:00,5.930958333
2021-03-25 00:00:00,5.7442083329999996
2021-03-26 00:00:00,6.382258333
2021-03-27 00:00:00,5.880091667
2021-03-28 00:00:00,6.058016667
2021-03-29 00:00:00,5.221883333
2021-03-30 00:00:00,4.50345
2021-03-31 00:00:00,5.7723
2021-04-01 00:00:00,5.695466667
2021-04-02 00:00:00,5.393075
2021-04-03 00:00:00,5.281491667
2021-04-04 00:00:00,4.4688
2021-04-05 00:00:00,5.544483333
2021-04-20 00:00:00,5.541141667
2021-04-21 00:00:00,3.62395
2021-04-22 00:00:00,3.492116667
2021-04-23 00:00:00,2.394136241
2021-04-24 00:00:00,3.798924019
2021-04-25 00:00:00,2.735408262
2021-04-26 00:00:00,3.089371597
2021-04-27 00:00:00,3.055165786
2021-04-28 00:00:00,3.627878567
2021-04-29 00:00:00,4.539083967
2021-04-30 00:00:00,2.591562824
2021-05-01 00:00:00,5.292419368
2021-05-02 00:00:00,4.431024888
2021-05-03 00:00:00,5.883403687
2021-05-04 00:00:00,4.570410435
2021-05-05 00:00:00,2.253509217
2021-05-06 00:00:00,4.692892997
2021-05-07 00:00:00,3.644346039
2021-05-08 00:00:00,2.227714066
2021-05-09 00:00:00,5.552725485
2021-05-10 00:00:00,4.773650032
2021-05-11 00:00:00,4.13724155
2021-05-12 00:00:00,5.692629246
2021-05-13 00:00:00,4.949871427
2021-05-14 00:00:00,2.755736898
2021-05-15 00:00:00,4.155358975
2021-05-16 00:00:00,5.604047307
2021-05-17 00:00:00,5.142796085
2021-05-18 00:00:00,2.293150014
2021-05-19 00:00:00,3.053645955
2021-05-20 00:00:00,4.029908446
2021-05-21 00:00:00,3.486734001
2021-05-22 00:00:00,2.402452251
2021-05-23 00:00:00,5.544250301
2021-05-24 00:00:00,4.281675428
2021-05-25 00:00:00,3.316844593
2021-05-26 00:00:00,5.779133295
2021-05-27 00:00:00,2.546229425
2021-05-28 00:00:00,3.139226802
2021-05-29 00:00:00,3.038622696
2021-05-30 00:00:00,4.492467527
2021-05-31 00:00:00,5.732635684
2021-06-01 00:00:00,4.195066667
2021-06-02 00:00:00,4.877116667
2021-06-05 00:00:00,5.0684
2021-06-06 00:00:00,3.99225
2021-06-07 00:00:00,5.365591667
2021-06-08 00:00:00,2.611183333
2021-06-09 00:00:00,5.204808333
2021-06-10 00:00:00,3.592533333
2021-06-11 00:00:00,5.396108333
2021-06-12 00:00:00,4.161741667
2021-06-13 00:00:00,5.448483333
2021-06-14 00:00:00,5.926033333
2021-06-15 00:00:00,3.932033333
2021-06-16 00:00:00,4.729975
2021-06-17 00:00:00,6.520441667
2021-06-18 00:00:00,6.123708333
2021-06-19 00:00:00,5.056091667
2021-06-20 00:00:00,5.725175
2021-06-21 00:00:00,4.051708333
2021-06-22 00:00:00,4.164675
2021-06-23 00:00:00,4.859341667
2021-06-24 00:00:00,5.739525
2021-06-25 00:00:00,5.90975
2021-06-26 00:00:00,6.281358333
2021-06-27 00:00:00,5.852325
2021-06-28 00:00:00,5.981325
2021-06-29 00:00:00,5.256925
2021-06-30 00:00:00,3.089816667
2021-07-01 00:00:00,6.332116667
2021-07-02 00:00:00,6.18565
2021-07-03 00:00:00,5.4784
2021-07-04 00:00:00,3.296966667
2021-07-05 00:00:00,3.667841667
2021-07-06 00:00:00,2.852183333
2021-07-07 00:00:00,2.717125
2021-07-08 00:00:00,3.595508333
2021-07-09 00:00:00,4.808441667
2021-07-10 00:00:00,5.292016667
2021-07-11 00:00:00,5.98765
2021-07-12 00:00:00,4.842283333
2021-07-13 00:00:00,4.506258333
2021-07-14 00:00:00,3.985116667
2021-07-15 00:00:00,3.222533333
2021-07-16 00:00:00,5.855191667
2021-07-17 00:00:00,6.5543
2021-07-18 00:00:00,3.73
2021-07-19 00:00:00,4.535691667
2021-07-20 00:00:00,5.722691667
2021-07-21 00:00:00,3.865775
2021-07-22 00:00:00,4.174416667
2021-07-23 00:00:00,2.655541667
2021-07-24 00:00:00,5.254816667
2021-07-25 00:00:00,4.542575
2021-07-26 00:00:00,5.688958333
2021-07-27 00:00:00,5.361808333
2021-07-28 00:00:00,2.928783333
2021-07-29 00:00:00,4.2413
2021-07-30 00:00:00,5.188091667
2021-07-31 00:00:00,5.100383333
2021-08-01 00:00:00,5.665241667
2021-08-02 00:00:00,5.767216667
2021-08-03 00:00:00,4.787883333
2021-08-04 00:00:00,5.460966667
2021-08-05 00:00:00,4.524466667
2021-08-06 00:00:00,4.662016667
2021-08-07 00:00:00,5.138308333
2021-08-08 00:00:00,5.625883333
2021-08-09 00:00:00,5.828241667
2021-08-10 00:00:00,5.149116667
2021-08-11 00:00:00,4.361525
2021-08-12 00:00:00,5.940125
2021-08-13 00:00:00,4.5078
2021-08-14 00:00:00,4.780541667
2021-08-15 00:00:00,3.1595
2021-08-16 00:00:00,6.798441667
2021-08-17 00:00:00,5.053208333
2021-08-18 00:00:00,5.964591667
2021-08-19 00:00:00,6.168666667
2021-08-20 00:00:00,4.348666667
2021-08-21 00:00:00,6.70605
2021-08-22 00:00:00,6.500833333
2021-08-23 00:00:00,5.047366667
2021-08-24 00:00:00,5.3084
2021-08-25 00:00:00,3.497525
2021-08-26 00:00:00,5.08975
2021-08-27 00:00:00,6.084875
2021-08-28 00:00:00,2.886766667
2021-08-29 00:00:00,4.808008333
2021-08-30 00:00:00,4.709216667
2021-08-31 00:00:00,5.390408333
2021-09-01 00:00:00,4.287058333
2021-09-02 00:00:00,4.798375
2021-09-03 00:00:00,4.6332
2021-09-04 00:00:00,4.0792
2021-09-05 00:00:00,4.747466667
2021-09-06 00:00:00,4.892291667
2021-09-07 00:00:00,4.6983
2021-09-08 00:00:00,4.8834
2021-09-09 00:00:00,4.021166667
2021-09-10 00:00:00,4.851216667
2021-09-11 00:00:00,4.786425
2021-09-12 00:00:00,3.48995
2021-09-13 00:00:00,3.51
2021-09-14 00:00:00,4.23825
2021-09-15 00:00:00,4.308225
2021-09-16 00:00:00,4.453066667
2021-09-17 00:00:00,4.11275
2021-09-18 00:00:00,5.213008333
2021-09-19 00:00:00,2.938925
2021-09-20 00:00:00,4.525633333
2021-09-21 00:00:00,3.796208333
2021-09-22 00:00:00,5.418633333
2021-09-23 00:00:00,4.212283333
2021-09-24 00:00:00,3.27
2021-09-25 00:00:00,5.464258333
2021-09-26 00:00:00,2.443658333
2021-09-27 00:00:00,5.290108333
2021-09-28 00:00:00,5.242925
2021-09-29 00:00:00,5.312208333
2021-09-30 00:00:00,3.7533
2021-10-01 00:00:00,2.890266667
2021-10-02 00:00:00,2.241108333
2021-10-03 00:00:00,3.25835
2021-10-04 00:00:00,3.980583333
2021-10-05 00:00:00,4.432375
2021-10-06 00:00:00,2.569391667
2021-10-07 00:00:00,3.308558333
2021-10-08 00:00:00,4.530558333
2021-10-09 00:00:00,4.019216667
2021-10-10 00:00:00,4.879491667
2021-10-11 00:00:00,3.888933333
2021-10-12 00:00:00,3.69335
2021-10-13 00:00:00,4.217616667
2021-10-14 00:00:00,4.225558333
2021-10-15 00:00:00,4.874091667
2021-10-16 00:00:00,3.088991667
2021-10-17 00:00:00,2.655141667
2021-10-18 00:00:00,3.646175
2021-10-19 00:00:00,4.813958333
2021-10-20 00:00:00,3.462341667
2021-10-21 00:00:00,4.521408333
2021-10-22 00:00:00,3.811491667
2021-10-23 00:00:00,5.23085
2021-10-24 00:00:00,5.215608333
2021-10-25 00:00:00,4.301241667
2021-10-26 00:00:00,4.34445
2021-10-27 00:00:00,2.7031
2021-10-28 00:00:00,4.804625
2021-10-29 00:00:00,4.6817
2021-10-30 00:00:00,5.343966667
2021-10-31 00:00:00,4.882691667
2021-11-01 00:00:00,5.157433333
2021-11-02 00:00:00,5.658
2021-11-03 00:00:00,5.717733333
2021-11-04 00:00:00,4.610741667
2021-11-05 00:00:00,4.493766667
2021-11-06 00:00:00,4.409416667
2021-11-07 00:00:00,5.132466667
2021-11-08 00:00:00,4.932991667
2021-11-09 00:00:00,3.22415
2021-11-10 00:00:00,3.982908333
2021-11-11 00:00:00,3.147491667
2021-11-12 00:00:00,5.170041667
2021-11-13 00:00:00,4.65255
2021-11-14 00:00:00,2.8508
2021-11-15 00:00:00,3.419125
2021-11-16 00:00:00,3.139875
2021-11-17 00:00:00,4.831783333
2021-11-18 00:00:00,4.327291667
2021-11-19 00:00:00,4.265508333
2021-11-20 00:00:00,3.625275
2021-11-21 00:00:00,5.127283333
2021-11-22 00:00:00,2.969658333
2021-11-23 00:00:00,4.362266667
2021-11-24 00:00:00,4.224641667
2021-11-25 00:00:00,4.057691667
2021-11-26 00:00:00,4.631066667
2021-11-27 00:00:00,1.684283333
2021-11-28 00:00:00,3.185458333
2021-11-29 00:00:00,2.700216667
2021-11-30 00:00:00,2.478966667
2021-12-01 00:00:00,4.040033333
2021-12-02 00:00:00,4.209466667
2021-12-03 00:00:00,5.584608333
2021-12-04 00:00:00,4.317975
2021-12-05 00:00:00,4.869316667
2021-12-06 00:00:00,4.898133333
2021-12-07 00:00:00,4.362108333
2021-12-08 00:00:00,4.85815
2021-12-09 00:00:00,3.397541667
2021-12-10 00:00:00,5.471958333
2021-12-11 00:00:00,4.818091667
2021-12-12 00:00:00,4.694283333
2021-12-13 00:00:00,4.765308333
2021-12-14 00:00:00,4.7271
2021-12-15 00:00:00,4.8865
2021-12-16 00:00:00,3.369958333
2021-12-17 00:00:00,3.554241667
2021-12-18 00:00:00,4.851925
2021-12-19 00:00:00,3.424116667
2021-12-20 00:00:00,4.136958333
2021-12-21 00:00:00,4.197316667
2021-12-22 00:00:00,2.564775
2021-12-23 00:00:00,3.409658333
2021-12-24 00:00:00,3.881258333
2021-12-25 00:00:00,4.682108333
2021-12-26 00:00:00,4.1058
2021-12-27 00:00:00,3.863683333
2021-12-28 00:00:00,4.023341667
2021-12-29 00:00:00,3.707125
2021-12-30 00:00:00,4.752783333
2021-12-31 00:00:00,5.5853
2022-01-01 00:00:00,5.084191667
2022-01-02 00:00:00,4.54415
2022-01-03 00:00:00,4.367208333
2022-01-04 00:00:00,4.724058333
2022-01-05 00:00:00,3.9985
2022-01-06 00:00:00,3.5042
2022-01-07 00:00:00,4.089358333
2022-01-08 00:00:00,4.83185
2022-01-09 00:00:00,4.600666667
2022-01-10 00:00:00,4.306733333
2022-01-11 00:00:00,4.370066667
2022-01-12 00:00:00,4.761333333
2022-01-13 00:00:00,4.948008333
2022-01-14 00:00:00,4.740716667
2022-01-15 00:00:00,4.593716667
2022-01-16 00:00:00,4.543225
2022-01-17 00:00:00,3.3945
2022-01-18 00:00:00,4.994683333
2022-01-19 00:00:00,4.877458333
2022-01-20 00:00:00,5.157525
2022-01-21 00:00:00,4.276675
2022-01-22 00:00:00,4.458325
2022-01-23 00:00:00,4.231091667
2022-01-24 00:00:00,3.60555
2022-01-25 00:00:00,3.376491667
2022-01-26 00:00:00,4.305258333
2022-01-27 00:00:00,5.072183333
2022-01-28 00:00:00,4.640791667
2022-01-29 00:00:00,4.220491667
2022-01-30 00:00:00,3.830216667
2022-01-31 00:00:00,5.159383333
2022-02-01 00:00:00,5.045475
2022-02-02 00:00:00,5.312308333
2022-02-03 00:00:00,4.893833333
2022-02-04 00:00:00,5.666016667
2022-02-05 00:00:00,5.260066667
2022-02-06 00:00:00,4.804358333
2022-02-07 00:00:00,4.666641667
2022-02-08 00:00:00,4.104
2022-02-09 00:00:00,5.32515
2022-02-10 00:00:00,5.388183333
2022-02-11 00:00:00,4.062983333
2022-02-12 00:00:00,5.237983333
2022-02-13 00:00:00,3.7119
2022-02-14 00:00:00,4.431283333
2022-02-15 00:00:00,4.990216667
2022-02-16 00:00:00,4.149233333
2022-02-17 00:00:00,4.318383333
2022-02-18 00:00:00,5.188325
2022-02-19 00:00:00,4.450266667
2022-02-20 00:00:00,4.419858333
2022-02-21 00:00:00,4.836308333
2022-02-22 00:00:00,4.611808333
2022-02-23 00:00:00,4.886116667
2022-02-24 00:00:00,5.199866667
2022-02-25 00:00:00,5.2465
2022-02-26 00:00:00,6.427275
2022-02-27 00:00:00,6.287241667
2022-02-28 00:00:00,5.909541667
2022-03-01 00:00:00,5.74105
2022-03-02 00:00:00,3.948875
2022-03-03 00:00:00,6.092025
2022-03-04 00:00:00,5.41575
2022-03-05 00:00:00,5.110141667
2022-03-06 00:00:00,6.016166667
2022-03-07 00:00:00,5.128958333
2022-03-08 00:00:00,6.368116667
2022-03-09 00:00:00,5.415233333
2022-03-10 00:00:00,4.164808333
2022-03-11 00:00:00,5.839325
2022-03-12 00:00:00,4.187916667
2022-03-13 00:00:00,5.754641667
2022-03-14 00:00:00,5.3176
2022-03-15 00:00:00,4.818283333
2022-03-16 00:00:00,4.7711
2022-03-17 00:00:00,4.87725
2022-03-18 00:00:00,4.700166667
2022-03-19 00:00:00,5.915041667
2022-03-20 00:00:00,4.226183333
2022-03-21 00:00:00,3.431675
2022-03-22 00:00:00,3.580491667
2022-03-23 00:00:00,4.997616667
2022-03-24 00:00:00,5.12505
